loan_id,customer_id,loan_amount,term_months,interest_rate,purpose,loan_status,disbursed_date
1380,889,32928,6,10.67,Home Renovation,Paid Off,2024-06-14
1381,1427,36094,60,19.13,Home Renovation,Default,2022-11-10
1382,1058,53743,48,18.34,Business Expansion,Default,2022-06-11
1383,1306,10000,36,9.82,Education,Paid Off,2026-02-12
1384,1188,53562,36,17.43,Medical,Paid Off,2026-05-12
1385,697,33223,12,12.5,Medical,Default,2023-03-31
1386,1367,10455,12,16.19,Wedding,Current,2023-05-18
1387,1185,74426,36,19.13,Home Renovation,Paid Off,2025-09-12
1388,1542,43669,24,10.54,Wedding,Current,2022-10-22
1389,1108,43440,6,17.48,Debt Consolidation,Current,2025-04-01
1390,620,26228,6,10.89,Home Renovation,Default,2025-05-05
1391,1040,25231,6,11.27,Education,Current,2023-06-21
1392,1994,45663,6,10.47,Debt Consolidation,Paid Off,2024-01-11
1393,857,21932,12,14.39,Debt Consolidation,Default,2024-10-02
1394,634,22021,6,14.67,Wedding,Default,2024-09-23
1395,215,37852,6,12.13,Vehicle,Default,2024-05-09
1396,1584,19193,24,17.42,Debt Consolidation,Current,2024-07-12
1397,1028,60952,12,11.75,Education,Default,2022-01-21
1398,115,18926,60,16.59,Debt Consolidation,Paid Off,2025-05-27
1399,1322,40292,6,10.97,Medical,Current,2023-12-04
1400,199,80851,36,21.94,Business Expansion,Current,2025-05-13
1401,1573,17751,6,11.48,Medical,Default,2026-02-27
1402,901,48339,6,11.91,Business Expansion,Paid Off,2022-03-02
1403,1279,22242,6,15.97,Education,Default,2026-04-08
1404,1303,52602,12,20.34,Education,Current,2022-08-24
1405,427,34927,6,13.59,Home Renovation,Current,2023-03-27
1406,1684,120578,60,18.15,Medical,Current,2022-09-17
1407,1698,60608,24,15.52,Medical,Default,2022-07-08
1408,1553,26488,60,16.39,Vehicle,Paid Off,2023-08-26
1409,1031,15623,60,19.61,Business Expansion,Current,2024-06-12
1410,1405,51113,36,21.03,Education,Current,2023-05-28
1411,1642,44770,12,18.09,Medical,Current,2026-01-09
1412,1558,36291,36,10.79,Business Expansion,Default,2026-04-19
1413,674,40317,24,11.57,Wedding,Current,2023-02-26
1414,128,31779,36,14.92,Vehicle,Default,2024-07-02
1415,1826,39095,48,18.84,Business Expansion,Current,2023-10-15
1416,1255,15966,6,17.09,Education,Default,2024-05-29
1417,1493,21294,48,13.91,Debt Consolidation,Default,2025-07-19
1418,238,18095,6,15.12,Business Expansion,Current,2022-03-11
1419,1971,55735,24,16.84,Business Expansion,Current,2023-08-25
1420,1846,10873,60,21.38,Medical,Current,2024-12-22
1421,467,31096,36,9.87,Debt Consolidation,Current,2023-01-04
1422,1440,32359,24,14.87,Medical,Current,2023-01-16
1423,1614,10000,12,10.41,Medical,Default,2025-09-07
1424,117,23566,24,11.31,Home Renovation,Default,2023-10-06
1425,860,46107,6,13.48,Wedding,Current,2022-01-23
1426,809,92886,24,12.17,Debt Consolidation,Default,2025-03-08
1427,457,28121,24,20.73,Home Renovation,Current,2025-02-24
1428,1194,32846,36,13.05,Business Expansion,Current,2023-03-11
1429,1980,40682,12,10.79,Wedding,Current,2023-07-24
1430,1776,57126,48,21.33,Home Renovation,Paid Off,2025-10-06
1431,1073,71404,48,20.66,Wedding,Default,2024-05-13
1432,408,36780,36,13.47,Education,Default,2023-10-18
1433,778,53005,12,10.12,Vehicle,Current,2024-10-08
1434,1394,25906,6,21.88,Home Renovation,Default,2024-05-12
1435,1743,62288,6,15.16,Medical,Current,2025-05-16
1436,7,18176,48,14.29,Home Renovation,Current,2025-03-26
1437,638,48866,24,9.72,Debt Consolidation,Paid Off,2026-05-24
1438,1396,49659,48,21.85,Medical,Default,2024-08-03
1439,1585,17008,12,20.02,Home Renovation,Default,2024-04-04
1440,1875,21702,48,20.98,Medical,Current,2022-03-22
1441,1288,16713,60,9.7,Home Renovation,Default,2024-08-20
1442,336,27560,36,18.54,Medical,Current,2023-07-17
1443,1024,68562,24,14.5,Debt Consolidation,Current,2025-02-13
1444,1464,20844,24,15.67,Vehicle,Paid Off,2022-04-07
1445,675,30860,24,18.21,Vehicle,Current,2024-07-19
1446,507,27518,60,21.59,Debt Consolidation,Paid Off,2022-09-06
1447,206,76784,24,21.22,Home Renovation,Default,2022-07-30
1448,1076,22218,12,10.1,Education,Paid Off,2022-01-22
1449,609,78273,6,21.92,Wedding,Current,2025-11-09
1450,703,50727,36,12.33,Education,Default,2022-06-30
1451,600,61523,60,20.78,Debt Consolidation,Current,2024-01-26
1452,1224,73541,48,21.87,Debt Consolidation,Paid Off,2025-11-10
1453,227,79911,6,12.75,Home Renovation,Current,2026-05-27
1454,1514,16557,6,10.1,Home Renovation,Default,2023-09-16
1455,1009,69007,24,13.62,Debt Consolidation,Current,2025-06-08
1456,1313,55955,36,12.87,Education,Current,2022-12-15
1457,336,69269,48,15.26,Medical,Current,2022-09-16
1458,183,168688,12,18.91,Wedding,Paid Off,2024-04-26
1459,640,31601,36,17.85,Business Expansion,Current,2024-12-04
1460,177,51335,12,16.72,Vehicle,Paid Off,2025-09-16
1461,1084,42254,24,13.52,Vehicle,Default,2026-02-05
1462,1260,36163,12,10.65,Medical,Current,2026-04-19
1463,296,42341,60,10.53,Debt Consolidation,Default,2025-02-17
1464,1892,23953,12,17.74,Debt Consolidation,Default,2026-02-14
1465,1982,22544,12,18.19,Vehicle,Current,2022-06-03
1466,341,16286,6,12.16,Education,Current,2025-10-05
1467,1506,39203,36,19.73,Vehicle,Current,2023-01-20
1468,827,48836,6,13.76,Debt Consolidation,Default,2025-04-24
1469,1656,45006,48,15.92,Debt Consolidation,Default,2023-10-04
1470,1828,32470,24,18.36,Education,Default,2025-09-04
1471,1652,30691,48,10.82,Education,Current,2022-09-24
1472,1512,71857,24,14.32,Debt Consolidation,Default,2024-07-15
1473,675,102651,48,15.92,Vehicle,Paid Off,2026-05-17
1474,533,21321,12,10.36,Education,Paid Off,2024-05-16
1475,1642,14424,60,13.34,Wedding,Default,2025-03-28
1476,102,47894,6,11.34,Wedding,Current,2022-08-08
1477,1956,39925,6,12.51,Education,Current,2024-08-01
1478,961,34969,24,9.86,Business Expansion,Current,2025-09-17
1479,566,35421,36,13.9,Business Expansion,Default,2022-08-31
1480,1152,17928,6,13.93,Education,Default,2023-03-11
1481,202,54702,36,15.78,Medical,Paid Off,2024-11-06
1482,1128,49030,6,15.02,Home Renovation,Default,2024-01-28
1483,815,55682,6,17.61,Vehicle,Paid Off,2026-02-08
1484,332,46578,12,13.18,Education,Paid Off,2024-04-04
1485,1037,28699,48,12.95,Vehicle,Paid Off,2025-05-29
1486,1982,109107,48,14.92,Home Renovation,Default,2025-10-27
1487,152,47190,60,12.61,Education,Default,2022-08-16
1488,1400,64754,6,10.16,Business Expansion,Paid Off,2022-03-15
1489,508,18332,24,12.48,Home Renovation,Current,2024-12-25
1490,1938,28229,24,12.33,Wedding,Default,2025-06-24
1491,1822,51201,60,14.56,Home Renovation,Default,2024-03-15
1492,586,23922,12,18.67,Medical,Paid Off,2025-11-17
1493,599,61127,36,12.07,Education,Current,2026-05-29
1494,422,36587,24,17.46,Business Expansion,Current,2025-12-16
1495,1326,105650,24,18.67,Education,Current,2022-07-13
1496,1067,64305,48,20.85,Vehicle,Default,2025-06-28
1497,1574,26783,60,13.32,Education,Paid Off,2025-11-09
1498,657,24524,12,13.44,Education,Current,2022-05-23
1499,483,97245,12,13.65,Education,Default,2024-07-21
1500,590,28558,6,17.83,Medical,Default,2024-05-26
1501,1706,10454,6,11.72,Home Renovation,Default,2023-06-25
1502,1175,38730,12,17.99,Business Expansion,Current,2022-01-20
1503,1437,34683,24,21.62,Home Renovation,Default,2025-04-09
1504,819,22031,36,20.42,Home Renovation,Default,2024-08-25
1505,189,41641,6,19.74,Wedding,Current,2025-03-07
1506,126,55285,24,19.94,Business Expansion,Default,2024-12-11
1507,1525,59228,12,18.94,Home Renovation,Paid Off,2026-05-07
1508,828,45298,6,13.31,Medical,Current,2026-02-16
1509,1311,26858,36,15.63,Business Expansion,Current,2023-12-20
1510,1469,36187,24,17.79,Medical,Default,2023-06-04
1511,1503,28040,36,9.67,Medical,Paid Off,2023-12-24
1512,352,40457,60,13.67,Debt Consolidation,Default,2024-11-26
1513,1675,29868,60,20.21,Vehicle,Paid Off,2025-05-05
1514,535,22718,6,12.87,Wedding,Current,2024-11-29
1515,926,43762,60,9.76,Debt Consolidation,Current,2024-04-20
1516,1088,33673,12,17.74,Medical,Default,2022-10-18
1517,349,23731,36,9.89,Wedding,Default,2025-03-28
1518,1446,35023,60,21.67,Education,Default,2024-01-07
1519,330,55717,60,10.62,Wedding,Default,2024-02-13
1520,1519,45602,6,21.57,Wedding,Paid Off,2025-07-07
1521,379,25668,48,20.74,Business Expansion,Current,2024-07-09
1522,1,116024,12,12.82,Medical,Current,2025-10-22
1523,477,10000,24,14.39,Medical,Default,2024-05-04
1524,823,15042,24,11.88,Business Expansion,Default,2025-04-01
1525,352,14148,60,13.79,Home Renovation,Current,2025-06-08
1526,412,36839,36,19.44,Debt Consolidation,Paid Off,2025-03-06
1527,959,12206,24,13.11,Vehicle,Default,2022-01-18
1528,1201,40602,60,11.34,Education,Current,2025-10-26
1529,444,56677,48,21.58,Business Expansion,Current,2025-07-01
1530,88,34547,60,11.53,Medical,Current,2024-09-24
1531,1854,22253,6,19.5,Vehicle,Current,2022-02-01
1532,84,52678,6,12.22,Home Renovation,Current,2025-04-29
1533,1585,33589,6,15.6,Vehicle,Paid Off,2022-01-11
1534,337,25498,24,17.75,Home Renovation,Paid Off,2022-01-02
1535,262,32831,24,11.22,Debt Consolidation,Paid Off,2023-08-04
1536,1172,21214,48,17.82,Business Expansion,Current,2026-04-24
1537,1362,31865,12,21.42,Medical,Current,2025-12-31
1538,823,28466,12,21.95,Vehicle,Default,2023-02-07
1539,1786,35392,48,20.98,Education,Current,2023-08-19
1540,319,19141,6,15.41,Education,Default,2023-12-28
1541,1087,50795,60,17.46,Vehicle,Current,2024-05-15
1542,1526,58919,6,20.66,Business Expansion,Current,2023-09-11
1543,47,39225,24,11.67,Wedding,Default,2024-06-11
1544,1660,45896,24,19.55,Wedding,Current,2022-10-13
1545,1533,41563,12,12.63,Business Expansion,Current,2024-05-02
1546,1672,51459,12,13.26,Medical,Default,2022-06-25
1547,759,21303,48,21.09,Business Expansion,Current,2024-08-02
1548,965,51477,12,14.2,Home Renovation,Current,2024-06-13
1549,1344,28684,12,16.08,Medical,Current,2025-11-22
1550,823,123439,48,21.19,Medical,Current,2025-12-30
1551,378,44847,36,13.93,Vehicle,Default,2024-08-13
1552,1538,28915,36,15.27,Home Renovation,Default,2025-02-18
1553,1775,18909,36,10.61,Business Expansion,Current,2022-10-15
1554,265,19816,24,19.33,Business Expansion,Current,2025-04-03
1555,997,44775,24,11.09,Business Expansion,Current,2025-01-17
1556,1838,47376,24,10.17,Education,Default,2024-03-15
1557,45,20209,36,17.88,Debt Consolidation,Current,2024-08-05
1558,1090,71477,48,15.25,Home Renovation,Default,2022-04-22
1559,1290,54966,6,12.88,Home Renovation,Paid Off,2025-08-23
1560,130,47771,24,16.93,Business Expansion,Default,2023-08-19
1561,1058,57469,36,18.13,Home Renovation,Default,2022-05-05
1562,331,80114,60,16.81,Wedding,Current,2024-11-12
1563,1250,13227,60,10.16,Business Expansion,Current,2023-02-24
1564,1782,82407,12,16.53,Education,Paid Off,2024-10-11
1565,997,42174,12,20.69,Debt Consolidation,Paid Off,2025-08-03
1566,1195,92557,12,13.26,Wedding,Current,2023-09-29
1567,492,17904,6,19.57,Wedding,Default,2025-07-01
1568,367,29932,12,10.93,Education,Default,2022-01-01
1569,209,33154,48,20.5,Home Renovation,Default,2024-11-30
1570,1969,18415,12,12.05,Home Renovation,Current,2024-08-28
1571,800,85157,48,15.05,Home Renovation,Current,2022-04-24
1572,1382,59049,24,14.56,Debt Consolidation,Paid Off,2023-01-12
1573,879,64296,12,20.02,Medical,Current,2025-01-24
1574,215,22315,48,18.02,Business Expansion,Default,2025-09-09
1575,48,30008,6,14.9,Home Renovation,Current,2025-07-26
1576,1620,13318,12,11.27,Wedding,Default,2026-03-05
1577,1947,42065,12,11.63,Wedding,Default,2026-02-27
1578,1157,31873,48,12.0,Medical,Paid Off,2024-09-10
1579,1582,42452,24,17.84,Vehicle,Default,2025-04-20
1580,1602,17736,24,17.85,Vehicle,Current,2024-03-12
1581,374,31094,60,19.5,Vehicle,Paid Off,2024-08-08
1582,1529,36767,36,11.35,Vehicle,Current,2023-08-04
1583,763,18635,6,16.55,Business Expansion,Current,2022-01-23
1584,1216,26136,24,9.93,Wedding,Default,2025-08-25
1585,96,64378,48,15.06,Education,Current,2023-12-28
1586,112,209750,36,20.53,Medical,Default,2024-07-27
1587,1288,29735,6,21.77,Business Expansion,Paid Off,2024-01-03
1588,1887,29103,48,12.13,Business Expansion,Current,2025-12-17
1589,1425,31744,36,15.91,Wedding,Paid Off,2022-12-24
1590,1317,25730,12,13.9,Business Expansion,Current,2026-01-12
1591,1466,64504,24,15.24,Education,Default,2026-05-31
1592,1597,33596,24,19.31,Medical,Current,2025-09-10
1593,507,10000,36,10.35,Vehicle,Default,2025-08-14
1594,1073,43531,36,21.53,Wedding,Default,2025-05-25
1595,1354,31497,12,16.7,Debt Consolidation,Default,2024-11-04
1596,706,35061,60,16.07,Wedding,Default,2022-09-23
1597,928,16452,24,16.86,Medical,Paid Off,2025-04-04
1598,1712,139794,48,17.22,Home Renovation,Current,2024-04-06
1599,749,47058,6,9.87,Education,Current,2026-02-09
1600,1187,10000,12,10.71,Vehicle,Current,2022-08-06
1601,483,62965,60,15.46,Education,Current,2026-04-06
1602,1456,92260,60,19.45,Education,Default,2022-08-04
1603,1762,32603,60,20.66,Vehicle,Current,2026-03-28
1604,943,76613,6,10.27,Home Renovation,Current,2023-05-28
1605,1362,29885,6,20.09,Vehicle,Current,2022-05-30
1606,1632,78133,24,17.08,Education,Paid Off,2022-03-02
1607,1173,33058,24,10.85,Vehicle,Current,2024-07-09
1608,613,122116,12,21.86,Business Expansion,Paid Off,2025-03-21
1609,405,44595,12,11.95,Vehicle,Default,2024-10-02
1610,1142,35740,60,13.08,Wedding,Current,2023-02-17
1611,1365,35448,12,14.93,Debt Consolidation,Current,2024-12-18
1612,878,22276,12,10.58,Wedding,Paid Off,2022-02-19
1613,1468,37001,60,10.7,Debt Consolidation,Default,2022-03-10
1614,194,17644,12,20.67,Debt Consolidation,Default,2024-01-07
1615,664,36317,36,16.6,Medical,Paid Off,2022-05-28
1616,1632,56283,12,18.03,Wedding,Paid Off,2026-01-31
1617,885,12452,48,15.7,Business Expansion,Current,2023-03-01
1618,602,40938,36,15.76,Business Expansion,Current,2024-01-01
1619,1338,51345,48,20.17,Vehicle,Current,2022-05-18
1620,1850,51705,36,17.32,Business Expansion,Paid Off,2022-05-26
1621,1254,10000,6,11.09,Medical,Current,2024-11-25
1622,1587,35637,6,10.97,Home Renovation,Current,2023-04-18
1623,1536,53980,48,16.26,Education,Current,2022-02-16
1624,676,89764,24,21.03,Vehicle,Paid Off,2023-05-30
1625,1613,40984,60,13.97,Medical,Paid Off,2022-11-20
1626,969,12880,6,16.18,Debt Consolidation,Current,2023-05-10
1627,778,91415,48,21.15,Medical,Paid Off,2024-10-21
1628,1332,232895,36,17.23,Wedding,Current,2025-01-23
1629,1543,52216,6,16.78,Wedding,Current,2023-06-23
1630,154,24246,6,9.9,Medical,Current,2024-05-13
1631,1398,48330,12,13.68,Home Renovation,Current,2026-04-16
1632,1197,23762,12,12.05,Medical,Default,2026-02-11
1633,49,34521,60,20.9,Education,Default,2022-05-08
1634,510,17513,36,10.41,Business Expansion,Default,2025-02-28
1635,1092,27623,60,19.94,Medical,Default,2022-03-14
1636,880,37713,6,21.37,Wedding,Default,2025-05-10
1637,1094,25343,48,21.12,Vehicle,Current,2025-02-03
1638,629,37821,12,12.88,Home Renovation,Current,2022-03-27
1639,1148,86764,6,15.71,Wedding,Current,2023-04-07
1640,306,34233,24,14.89,Debt Consolidation,Default,2023-09-14
1641,1584,21900,12,9.77,Home Renovation,Current,2022-04-24
1642,1404,26000,12,16.18,Wedding,Default,2024-02-16
1643,1571,38714,60,18.72,Vehicle,Default,2025-02-05
1644,1282,32947,6,14.34,Wedding,Default,2024-02-12
1645,1482,78028,12,14.87,Business Expansion,Paid Off,2024-05-24
1646,163,15059,12,10.94,Business Expansion,Paid Off,2022-08-30
1647,1947,10536,24,13.9,Vehicle,Default,2023-12-04
1648,266,31607,6,12.48,Business Expansion,Current,2022-07-08
1649,1724,12952,6,12.34,Debt Consolidation,Default,2026-03-11
1650,950,37665,48,16.6,Debt Consolidation,Default,2022-01-31
1651,1133,37662,60,12.62,Home Renovation,Current,2022-04-27
1652,691,45808,6,11.08,Medical,Current,2023-01-05
1653,1646,30275,6,13.43,Wedding,Default,2025-05-18
1654,506,28232,12,21.98,Business Expansion,Paid Off,2022-09-23
1655,1618,30228,36,15.48,Wedding,Paid Off,2022-09-08
1656,632,20260,6,10.45,Education,Current,2025-01-18
1657,1008,36248,36,18.32,Debt Consolidation,Paid Off,2024-01-02
1658,478,42135,12,15.04,Medical,Default,2023-09-12
1659,699,51058,48,13.16,Education,Current,2025-08-31
1660,1105,26718,48,20.66,Wedding,Current,2023-10-16
1661,248,54075,48,15.79,Medical,Default,2022-04-21
1662,1384,22904,36,18.32,Vehicle,Default,2025-06-27
1663,1649,62460,24,10.48,Debt Consolidation,Default,2022-10-08
1664,814,21325,48,12.38,Business Expansion,Paid Off,2026-02-28
1665,243,40688,12,11.03,Debt Consolidation,Current,2026-01-24
1666,420,50551,12,9.95,Wedding,Paid Off,2023-04-27
1667,797,27349,36,17.62,Home Renovation,Default,2024-07-18
1668,1523,60125,6,15.74,Medical,Paid Off,2022-03-11
1669,1135,62378,24,16.85,Debt Consolidation,Current,2023-09-08
1670,1783,21157,6,10.25,Vehicle,Default,2025-06-02
1671,1754,34993,36,9.74,Vehicle,Default,2024-02-23
1672,1218,31948,36,10.06,Vehicle,Default,2023-02-26
1673,365,18885,12,17.75,Home Renovation,Current,2024-12-26
1674,282,33929,60,13.31,Debt Consolidation,Current,2025-01-14
1675,1496,34251,24,21.22,Debt Consolidation,Current,2025-05-31
1676,1321,29779,24,21.03,Debt Consolidation,Default,2023-06-22
1677,117,18951,48,12.21,Medical,Current,2022-02-26
1678,1454,127990,60,19.87,Debt Consolidation,Current,2024-06-07
1679,323,23429,36,19.28,Debt Consolidation,Default,2026-02-15
1680,1820,59125,6,19.59,Vehicle,Current,2025-02-07
1681,163,30638,60,21.16,Debt Consolidation,Current,2023-08-12
1682,453,18146,48,15.29,Wedding,Default,2025-03-18
1683,382,43211,48,19.11,Education,Current,2023-06-17
1684,156,15418,36,15.34,Education,Current,2023-05-03
1685,613,75193,6,13.01,Medical,Current,2025-10-29
1686,47,34239,6,21.99,Business Expansion,Current,2026-04-29
1687,1598,15566,24,13.72,Home Renovation,Paid Off,2024-03-19
1688,1460,80974,48,12.93,Wedding,Default,2023-07-05
1689,94,34198,24,19.28,Business Expansion,Default,2026-04-30
1690,1791,23830,6,11.05,Wedding,Paid Off,2025-03-10
1691,759,67171,24,19.95,Vehicle,Current,2023-01-02
1692,649,14544,36,9.72,Vehicle,Current,2022-01-19
1693,840,49728,6,21.57,Wedding,Current,2024-09-10
1694,1661,45862,48,12.22,Business Expansion,Default,2022-04-30
1695,989,39695,6,12.96,Business Expansion,Current,2025-06-03
1696,1452,11052,24,21.42,Education,Paid Off,2024-06-21
1697,1322,118828,24,19.07,Medical,Current,2023-07-20
1698,898,43441,36,11.09,Education,Current,2025-07-14
1699,343,32951,12,20.39,Home Renovation,Current,2025-09-05
1700,2,10000,12,10.93,Education,Current,2022-03-20
1701,246,22770,60,15.83,Business Expansion,Current,2024-06-20
1702,748,80225,24,10.02,Education,Current,2026-01-09
1703,1599,86544,6,21.4,Medical,Paid Off,2023-06-15
1704,1129,29803,6,17.98,Business Expansion,Paid Off,2023-12-25
1705,1858,53329,60,10.06,Medical,Default,2023-04-26
1706,752,35859,6,10.47,Home Renovation,Current,2024-06-27
1707,1910,34928,48,10.47,Medical,Default,2023-02-22
1708,1670,25948,48,14.14,Vehicle,Current,2025-10-26
1709,1045,33830,6,17.52,Education,Current,2023-08-03
1710,1141,54326,6,13.58,Medical,Default,2024-01-08
1711,402,25510,36,20.72,Vehicle,Current,2024-02-07
1712,1734,32673,24,17.27,Medical,Current,2022-11-25
1713,1089,20336,6,13.14,Business Expansion,Current,2022-11-04
1714,1873,53898,6,10.83,Debt Consolidation,Current,2023-03-10
1715,577,14817,24,15.88,Wedding,Current,2026-05-19
1716,807,31136,48,19.29,Medical,Paid Off,2025-12-30
1717,1834,128320,12,14.24,Home Renovation,Current,2025-04-08
1718,1583,10000,60,18.58,Debt Consolidation,Current,2024-02-20
1719,1098,49556,60,10.48,Education,Default,2022-06-08
1720,1585,58732,48,15.79,Wedding,Default,2025-03-22
1721,483,32474,48,18.67,Wedding,Current,2025-01-08
1722,1516,24791,6,20.09,Debt Consolidation,Current,2024-12-16
1723,192,27831,6,17.09,Business Expansion,Current,2025-09-12
1724,525,14297,48,15.01,Education,Default,2023-07-06
1725,592,12551,48,13.16,Medical,Current,2023-05-15
1726,200,56445,12,19.49,Education,Default,2024-01-12
1727,1246,33722,36,13.44,Wedding,Default,2022-08-25
1728,365,44910,12,15.06,Medical,Default,2024-04-19
1729,1971,75777,6,13.9,Home Renovation,Current,2024-11-01
1730,30,37712,24,17.67,Education,Current,2025-05-24
1731,662,28410,36,19.33,Business Expansion,Paid Off,2023-04-16
1732,1628,45499,12,21.07,Debt Consolidation,Default,2023-05-17
1733,1447,15489,36,17.93,Education,Paid Off,2025-09-25
1734,634,101052,48,12.75,Medical,Default,2023-08-11
1735,309,88183,24,10.97,Vehicle,Current,2024-04-16
1736,409,34514,48,21.79,Vehicle,Default,2025-03-25
1737,227,22001,60,20.52,Education,Current,2023-02-10
1738,1708,31556,36,9.69,Vehicle,Current,2022-09-05
1739,162,46392,24,19.07,Vehicle,Paid Off,2025-12-27
1740,819,89703,60,10.76,Debt Consolidation,Current,2022-03-11
1741,1664,58964,36,9.8,Home Renovation,Default,2022-12-08
1742,1293,40807,12,15.94,Vehicle,Current,2024-12-20
1743,1405,71031,36,13.93,Wedding,Current,2024-04-03
1744,303,24979,48,12.52,Home Renovation,Default,2023-08-24
1745,756,52151,24,20.72,Business Expansion,Default,2023-11-21
1746,1490,23473,48,17.21,Home Renovation,Default,2026-01-19
1747,921,32724,6,18.73,Vehicle,Paid Off,2023-12-28
1748,726,30211,36,17.39,Debt Consolidation,Paid Off,2026-02-25
1749,759,63295,36,13.12,Wedding,Current,2024-09-04
1750,868,12833,12,18.67,Debt Consolidation,Paid Off,2026-01-22
1751,1257,62710,48,20.95,Home Renovation,Current,2024-11-09
1752,1100,13296,12,20.69,Business Expansion,Current,2025-04-30
1753,1784,10666,24,17.92,Vehicle,Current,2024-07-17
1754,1290,15639,24,14.98,Wedding,Default,2024-11-07
1755,956,14059,48,12.99,Home Renovation,Default,2026-05-03
1756,1331,26478,12,13.22,Home Renovation,Default,2023-11-30
1757,1184,50544,48,15.97,Business Expansion,Default,2024-12-11
1758,1573,46322,48,20.05,Medical,Paid Off,2024-05-23
1759,1377,35891,24,14.3,Education,Default,2026-03-31
1760,207,51171,12,10.02,Wedding,Paid Off,2026-02-13
1761,362,75031,12,14.88,Business Expansion,Default,2023-07-24
1762,171,78961,48,13.43,Medical,Default,2023-12-13
1763,303,53714,12,10.98,Vehicle,Default,2023-07-15
1764,610,15587,36,12.3,Medical,Current,2022-12-13
1765,825,72085,24,21.86,Home Renovation,Current,2026-03-24
1766,1464,44009,12,17.83,Home Renovation,Current,2022-10-16
1767,519,27667,12,16.4,Debt Consolidation,Current,2024-11-07
1768,279,28892,12,9.84,Business Expansion,Current,2022-03-23
1769,683,25315,48,19.49,Vehicle,Default,2022-01-14
1770,406,82474,6,14.12,Business Expansion,Paid Off,2023-08-01
1771,623,16056,36,18.65,Education,Current,2024-12-02
1772,1776,50006,36,13.19,Wedding,Current,2022-08-13
1773,5,53832,60,20.99,Vehicle,Paid Off,2022-09-03
1774,735,18080,36,15.67,Debt Consolidation,Current,2022-06-27
1775,708,29141,12,21.91,Wedding,Current,2026-02-07
1776,473,10092,6,21.61,Wedding,Current,2022-06-11
1777,665,48428,12,18.59,Education,Default,2023-11-01
1778,1462,45691,48,13.69,Wedding,Default,2024-07-17
1779,1929,47878,60,15.91,Home Renovation,Default,2026-05-11
1780,1857,63420,60,18.1,Vehicle,Current,2022-03-20
1781,1747,28415,6,21.15,Medical,Default,2024-12-03
1782,1826,16578,12,20.02,Debt Consolidation,Current,2025-09-15
1783,943,44893,60,9.95,Wedding,Current,2025-07-23
1784,465,84570,6,12.57,Vehicle,Current,2025-04-15
1785,401,33568,12,17.92,Vehicle,Default,2023-06-28
1786,753,18271,12,15.56,Wedding,Current,2023-01-19
1787,360,63167,36,13.03,Wedding,Paid Off,2023-02-11
1788,1253,14704,6,21.39,Wedding,Paid Off,2026-01-21
1789,1350,28100,12,9.54,Vehicle,Paid Off,2022-05-18
1790,211,31084,48,17.14,Education,Default,2025-12-25
1791,230,12099,6,14.73,Business Expansion,Current,2023-06-23
1792,392,23697,36,17.39,Wedding,Current,2023-04-26
1793,1602,82279,24,15.55,Education,Paid Off,2025-09-07
1794,1593,10052,24,20.01,Wedding,Current,2023-08-22
1795,91,14394,36,15.63,Vehicle,Paid Off,2025-07-14
1796,1083,16747,48,13.96,Medical,Current,2024-09-12
1797,1682,12157,6,12.24,Debt Consolidation,Current,2026-03-27
1798,978,53687,24,14.74,Medical,Current,2024-07-04
1799,1433,58997,12,17.78,Education,Paid Off,2022-08-26
1800,219,26515,36,21.45,Home Renovation,Paid Off,2025-09-14
1801,1054,31890,24,18.21,Education,Current,2025-12-14
1802,276,49416,36,20.0,Business Expansion,Default,2024-09-28
1803,1235,49694,36,18.09,Medical,Paid Off,2022-03-01
1804,1507,48112,24,15.84,Vehicle,Default,2026-05-23
1805,522,29327,6,16.53,Medical,Default,2023-10-24
1806,1540,16269,60,13.47,Debt Consolidation,Current,2024-03-12
1807,1096,18024,36,14.81,Home Renovation,Default,2023-06-18
1808,1052,38821,24,15.57,Medical,Paid Off,2023-03-25
1809,1581,68861,60,19.73,Vehicle,Current,2023-09-24
1810,1935,58149,36,12.27,Business Expansion,Default,2022-12-08
1811,1490,19968,12,19.24,Business Expansion,Current,2022-08-14
1812,528,11456,48,13.62,Business Expansion,Default,2025-05-23
1813,605,58533,6,21.38,Debt Consolidation,Paid Off,2022-02-13
1814,1510,36630,36,10.63,Medical,Current,2025-12-14
1815,1454,107518,24,19.09,Home Renovation,Paid Off,2025-02-06
1816,1042,27139,60,10.12,Medical,Current,2023-03-08
1817,1917,74244,48,11.98,Debt Consolidation,Current,2022-11-18
1818,1104,152715,48,14.44,Education,Default,2026-01-10
1819,1046,56625,24,19.52,Medical,Current,2024-02-05
1820,959,35568,36,12.2,Education,Current,2026-02-10
1821,1257,43613,6,9.95,Debt Consolidation,Current,2022-02-11
1822,423,32828,48,10.78,Debt Consolidation,Paid Off,2024-03-25
1823,1721,71503,36,10.03,Medical,Current,2023-08-03
1824,1223,14746,6,12.38,Wedding,Current,2026-05-01
1825,1006,50176,12,9.92,Home Renovation,Current,2026-03-16
1826,1844,35927,36,17.69,Debt Consolidation,Default,2022-09-26
1827,1088,108599,60,20.46,Home Renovation,Paid Off,2022-06-23
1828,1317,59398,6,15.81,Debt Consolidation,Paid Off,2025-12-11
1829,1178,39899,60,14.69,Wedding,Paid Off,2022-01-31
1830,1587,28006,48,17.06,Home Renovation,Default,2022-11-07
